"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"21/07/2022","36,500.0","36,200.0","36,850.0","36,200.0","1.52M","0.27%"
"20/07/2022","36,400.0","36,200.0","36,900.0","35,950.0","1.59M","2.10%"
"19/07/2022","35,650.0","35,500.0","35,850.0","35,000.0","976.90K","0.42%"
"18/07/2022","35,500.0","36,000.0","36,000.0","35,400.0","1.70M","-0.84%"
"15/07/2022","35,800.0","36,100.0","36,750.0","35,800.0","1.39M","-0.97%"
"14/07/2022","36,150.0","35,800.0","36,900.0","35,750.0","1.50M","0.28%"
"13/07/2022","36,050.0","36,200.0","37,200.0","35,800.0","2.66M","-0.96%"
"12/07/2022","36,400.0","34,350.0","36,500.0","34,200.0","1.67M","5.51%"
"11/07/2022","34,500.0","34,900.0","35,150.0","33,000.0","2.06M","-1.43%"
"08/07/2022","35,000.0","36,400.0","36,450.0","35,000.0","1.98M","-3.58%"
"07/07/2022","36,300.0","35,400.0","36,650.0","34,300.0","2.82M","1.97%"
"06/07/2022","35,600.0","35,800.0","36,900.0","35,500.0","2.73M","-1.93%"
"05/07/2022","36,300.0","35,050.0","37,500.0","35,000.0","4.93M","3.57%"
"04/07/2022","35,050.0","35,500.0","35,750.0","34,900.0","1.83M","0.00%"
"01/07/2022","35,050.0","32,900.0","35,700.0","32,100.0","3.52M","4.63%"
"30/06/2022","33,500.0","35,000.0","35,000.0","33,500.0","1.50M","-4.01%"
"29/06/2022","34,900.0","33,000.0","34,900.0","33,000.0","2.34M","3.71%"
"28/06/2022","33,650.0","31,600.0","33,950.0","31,600.0","2.41M","5.98%"
"27/06/2022","31,750.0","31,300.0","31,800.0","31,150.0","826.30K","1.76%"
"24/06/2022","31,200.0","31,200.0","32,250.0","31,100.0","1.33M","0.65%"
"23/06/2022","31,000.0","30,500.0","31,000.0","30,050.0","422.30K","1.64%"
"22/06/2022","30,500.0","30,300.0","31,600.0","29,800.0","1.53M","0.66%"
"21/06/2022","30,300.0","29,100.0","30,650.0","28,950.0","1.40M","2.71%"
"20/06/2022","29,500.0","31,700.0","31,800.0","29,500.0","972.60K","-6.65%"
"17/06/2022","31,600.0","31,950.0","31,950.0","31,200.0","1.22M","-2.17%"
"16/06/2022","32,300.0","32,000.0","32,800.0","32,000.0","1.29M","0.94%"
"15/06/2022","32,000.0","32,000.0","32,500.0","31,000.0","1.37M","-0.93%"
"14/06/2022","32,300.0","31,900.0","32,800.0","31,100.0","1.18M","1.10%"
"13/06/2022","31,950.0","33,050.0","33,350.0","31,950.0","1.45M","-5.47%"
"10/06/2022","33,800.0","34,050.0","34,300.0","33,800.0","786.00K","-2.03%"
"09/06/2022","34,500.0","34,350.0","34,750.0","34,100.0","394.40K","0.58%"
"08/06/2022","34,300.0","33,700.0","34,800.0","33,650.0","982.90K","2.08%"
"07/06/2022","33,600.0","34,100.0","34,200.0","33,100.0","1.17M","-1.75%"
"06/06/2022","34,200.0","34,350.0","34,650.0","33,800.0","918.80K","-0.44%"
"03/06/2022","34,350.0","34,700.0","34,750.0","34,000.0","570.70K","-1.01%"
"02/06/2022","34,700.0","35,150.0","35,200.0","34,500.0","905.20K","-1.28%"
"01/06/2022","35,150.0","35,100.0","35,550.0","34,950.0","1.07M","-0.42%"
"31/05/2022","35,300.0","35,500.0","35,600.0","35,000.0","1.03M","-1.26%"
"30/05/2022","35,750.0","35,500.0","35,850.0","35,200.0","1.09M","1.27%"
"27/05/2022","35,300.0","35,100.0","35,400.0","34,900.0","891.00K","0.57%"
"26/05/2022","35,100.0","35,600.0","35,750.0","35,000.0","1.19M","0.57%"
"25/05/2022","34,900.0","34,000.0","35,100.0","34,000.0","1.07M","3.41%"
"24/05/2022","33,750.0","33,700.0","33,850.0","33,100.0","768.00K","1.20%"
"23/05/2022","33,350.0","34,400.0","34,700.0","33,000.0","1.00M","-3.33%"
"20/05/2022","34,500.0","34,400.0","34,900.0","34,300.0","1.13M","-0.43%"
"19/05/2022","34,650.0","34,000.0","35,000.0","33,900.0","895.10K","-0.72%"
"18/05/2022","34,900.0","34,900.0","35,500.0","34,200.0","1.29M","1.31%"
"17/05/2022","34,450.0","32,500.0","34,450.0","32,050.0","1.12M","6.99%"
"16/05/2022","32,200.0","33,200.0","33,250.0","32,200.0","1.28M","1.26%"
"13/05/2022","31,800.0","33,800.0","34,000.0","31,800.0","2.35M","-5.36%"
"12/05/2022","33,600.0","35,400.0","35,800.0","33,600.0","1.51M","-6.93%"
"11/05/2022","36,100.0","35,750.0","36,100.0","35,050.0","862.90K","0.84%"
"10/05/2022","35,800.0","34,100.0","35,900.0","33,500.0","1.73M","3.92%"
"09/05/2022","34,450.0","36,600.0","36,900.0","34,450.0","2.41M","-6.89%"
"06/05/2022","37,000.0","37,350.0","37,850.0","37,000.0","1.58M","-3.14%"
"05/05/2022","38,200.0","37,600.0","38,200.0","37,000.0","1.99M","2.55%"
"04/05/2022","37,250.0","37,250.0","37,700.0","36,950.0","1.56M","0.00%"
"29/04/2022","37,250.0","36,850.0","37,750.0","36,800.0","1.52M","1.50%"
"28/04/2022","36,700.0","37,200.0","37,200.0","36,700.0","974.90K","-1.34%"
"27/04/2022","37,200.0","37,000.0","37,500.0","36,450.0","748.10K","0.81%"
"26/04/2022","36,900.0","35,150.0","37,250.0","35,150.0","1.86M","2.93%"
"25/04/2022","35,850.0","38,500.0","38,600.0","35,850.0","2.95M","-6.88%"
"22/04/2022","38,500.0","38,600.0","39,100.0","38,000.0","2.63M","0.00%"
"21/04/2022","38,500.0","37,900.0","38,750.0","37,650.0","2.09M","1.45%"
"20/04/2022","37,950.0","37,950.0","38,800.0","37,850.0","1.46M","0.00%"
"19/04/2022","37,950.0","38,350.0","39,200.0","37,500.0","2.32M","0.00%"
"18/04/2022","37,950.0","39,550.0","39,700.0","37,800.0","2.82M","-3.44%"
"15/04/2022","39,300.0","40,600.0","41,200.0","39,000.0","2.51M","-2.96%"
"14/04/2022","40,500.0","41,400.0","41,400.0","40,500.0","1.89M","-0.98%"
"13/04/2022","40,900.0","40,500.0","41,400.0","40,100.0","2.00M","1.11%"
"12/04/2022","40,450.0","42,300.0","42,300.0","40,450.0","3.19M","-3.46%"
"08/04/2022","41,900.0","43,000.0","43,200.0","41,800.0","3.15M","-2.67%"
"07/04/2022","43,050.0","43,500.0","44,350.0","43,050.0","3.15M","-1.03%"
"06/04/2022","43,500.0","43,000.0","43,800.0","42,650.0","3.24M","0.46%"
"05/04/2022","43,300.0","43,500.0","43,800.0","43,150.0","2.91M","-2.15%"
"04/04/2022","44,250.0","44,950.0","44,950.0","44,250.0","2.08M","-0.23%"
"01/04/2022","44,350.0","43,500.0","44,500.0","43,400.0","3.17M","1.95%"
"31/03/2022","43,500.0","43,750.0","43,950.0","43,400.0","1.44M","-0.11%"
"30/03/2022","43,550.0","42,100.0","45,000.0","41,700.0","3.51M","2.71%"
"29/03/2022","42,400.0","41,700.0","42,500.0","41,500.0","1.73M","1.92%"
"28/03/2022","41,600.0","43,000.0","43,450.0","41,450.0","3.98M","-4.26%"
"25/03/2022","43,450.0","43,150.0","43,850.0","42,600.0","1.97M","0.81%"
"24/03/2022","43,100.0","43,400.0","43,450.0","43,000.0","1.29M","-0.69%"
"23/03/2022","43,400.0","43,450.0","44,400.0","43,150.0","2.00M","-0.23%"
"22/03/2022","43,500.0","43,800.0","43,950.0","43,200.0","2.83M","-0.68%"
"21/03/2022","43,800.0","43,900.0","44,100.0","43,300.0","1.28M","-0.23%"
"18/03/2022","43,900.0","43,700.0","44,600.0","43,500.0","2.79M","0.92%"
"17/03/2022","43,500.0","42,200.0","44,250.0","41,000.0","5.82M","4.57%"
"16/03/2022","41,600.0","42,300.0","42,300.0","41,500.0","1.33M","-1.19%"
"15/03/2022","42,100.0","41,300.0","42,200.0","41,000.0","1.52M","1.94%"
"14/03/2022","41,300.0","41,850.0","42,200.0","41,300.0","1.34M","-1.31%"
"11/03/2022","41,850.0","40,950.0","41,850.0","40,950.0","1.48M","2.20%"
"10/03/2022","40,950.0","41,500.0","42,000.0","40,950.0","1.56M","1.11%"
"09/03/2022","40,500.0","41,600.0","41,900.0","40,500.0","1.97M","-2.64%"
"08/03/2022","41,600.0","41,800.0","42,550.0","41,400.0","2.59M","-1.54%"
"07/03/2022","42,250.0","42,800.0","42,800.0","42,150.0","2.27M","-2.42%"
"04/03/2022","43,300.0","42,800.0","43,500.0","42,500.0","1.66M","1.17%"
"03/03/2022","42,800.0","42,350.0","43,200.0","42,000.0","2.47M","0.82%"
"02/03/2022","42,450.0","43,700.0","44,000.0","42,350.0","3.09M","-3.74%"
"01/03/2022","44,100.0","43,750.0","45,000.0","43,600.0","2.40M","0.92%"
"28/02/2022","43,700.0","44,300.0","44,550.0","43,700.0","2.70M","-1.91%"
"25/02/2022","44,550.0","44,600.0","45,600.0","44,500.0","2.35M","-0.11%"
"24/02/2022","44,600.0","45,300.0","45,550.0","43,600.0","3.39M","-2.19%"
"23/02/2022","45,600.0","46,500.0","46,900.0","45,500.0","2.95M","-0.87%"
"22/02/2022","46,000.0","44,900.0","46,000.0","44,700.0","2.29M","1.66%"
"21/02/2022","45,250.0","44,800.0","45,450.0","43,700.0","2.96M","1.23%"
"18/02/2022","44,700.0","45,450.0","46,050.0","44,700.0","3.00M","-2.83%"
"17/02/2022","46,000.0","45,700.0","46,000.0","44,700.0","1.79M","1.88%"
"16/02/2022","45,150.0","46,100.0","46,100.0","44,700.0","2.80M","-2.27%"
"15/02/2022","46,200.0","44,850.0","46,300.0","44,400.0","3.69M","3.24%"
"14/02/2022","44,750.0","47,200.0","47,600.0","44,750.0","7.13M","-6.58%"
"11/02/2022","47,900.0","48,200.0","48,500.0","47,800.0","1.72M","-1.03%"
"10/02/2022","48,400.0","48,600.0","48,900.0","48,000.0","2.74M","0.00%"
"09/02/2022","48,400.0","47,300.0","48,900.0","47,000.0","4.56M","2.22%"
"08/02/2022","47,350.0","47,400.0","48,400.0","46,500.0","2.67M","-0.11%"
"07/02/2022","47,400.0","48,400.0","48,600.0","47,200.0","3.48M","-1.15%"
"28/01/2022","47,950.0","47,600.0","49,000.0","47,300.0","2.96M","0.74%"
"27/01/2022","47,600.0","48,000.0","48,500.0","47,400.0","1.92M","-1.04%"
"26/01/2022","48,100.0","49,500.0","49,950.0","48,100.0","4.05M","-1.84%"
"25/01/2022","49,000.0","46,300.0","49,000.0","45,900.0","4.70M","4.48%"
"24/01/2022","46,900.0","46,900.0","48,500.0","46,850.0","4.17M","-0.95%"
"21/01/2022","47,350.0","47,050.0","48,800.0","46,500.0","4.57M","1.39%"
"20/01/2022","46,700.0","43,100.0","46,700.0","42,250.0","5.64M","6.99%"
"19/01/2022","43,650.0","45,050.0","45,800.0","43,550.0","2.97M","-2.78%"
"18/01/2022","44,900.0","43,400.0","45,450.0","43,400.0","4.85M","2.86%"
"17/01/2022","43,650.0","44,000.0","47,000.0","43,600.0","7.74M","-1.36%"
"14/01/2022","44,250.0","43,300.0","45,100.0","43,300.0","3.27M","0.57%"
"13/01/2022","44,000.0","42,500.0","45,100.0","42,500.0","9.66M","4.39%"
"12/01/2022","42,150.0","39,400.0","42,150.0","39,400.0","8.03M","6.98%"
"11/01/2022","39,400.0","38,800.0","39,900.0","38,300.0","4.28M","1.42%"
"10/01/2022","38,850.0","39,200.0","40,300.0","38,800.0","3.18M","-0.89%"
"07/01/2022","39,200.0","38,650.0","39,450.0","37,650.0","4.37M","3.16%"
"06/01/2022","38,000.0","36,500.0","38,800.0","36,250.0","6.00M","2.56%"
"05/01/2022","37,050.0","37,900.0","37,900.0","36,900.0","1.92M","-0.94%"
"04/01/2022","37,400.0","37,600.0","38,000.0","37,250.0","1.77M","0.81%"
"31/12/2021","37,100.0","35,600.0","37,700.0","35,500.0","4.86M","4.80%"
"30/12/2021","35,400.0","35,400.0","35,700.0","35,200.0","987.00K","0.57%"
"29/12/2021","35,200.0","35,550.0","35,550.0","35,100.0","1.58M","0.00%"
"28/12/2021","35,200.0","35,500.0","35,500.0","34,900.0","1.36M","-0.28%"
"27/12/2021","35,300.0","35,200.0","35,500.0","35,000.0","1.20M","0.86%"
"24/12/2021","35,000.0","34,500.0","35,400.0","34,500.0","1.53M","1.45%"
"23/12/2021","34,500.0","34,800.0","34,900.0","33,700.0","2.32M","0.67%"
"22/12/2021","34,268.9","34,822.9","35,020.8","33,991.9","3.56M","-1.14%"
"21/12/2021","34,664.6","35,218.6","35,337.3","34,664.6","3.51M","-1.79%"
